OPERATEUR;FILIERE;Année;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;46;5;418.016;83.6032;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;49;1;122.491;122.491;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;55;1;209.221;209.221;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;62;2;142.129;71.0645;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;64;1;45.78;45.78;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;72;2;403.369;201.6845;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;81;1;160.31;160.31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;84;8;691.07;86.38375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;87;4;527.899;131.97475;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;ENT;TERTIAIRE;88;3;298.491;99.497;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Loos;Electricité;2023;32;Hauts-de-France;PRO;INCONNU;;239;1648.261;6.89648953974895;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2020;76;Occitanie;PRO;INCONNU;;292;1953.0;6.68835616438356;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2021;76;Occitanie;ENT;INCONNU;;20;3198.0;159.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;1328;6952.0;5.23493975903614;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2022;76;Occitanie;RES;RESIDENTIEL;;1345;6726.0;5.00074349442379;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Martres Tolosane;Electricité;2023;76;Occitanie;ENT;INCONNU;;20;3098.0;154.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2018;76;Occitanie;ENT_PRO;INDUSTRIE;;28;500.0;17.8571428571429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2019;76;Occitanie;ENT_PRO;INDUSTRIE;;8;9460.0;1182.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2020;76;Occitanie;ENT_PRO;TERTIAIRE;;250;8646.0;34.584;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;2245;11586.0;5.16080178173719;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;ENT;INCONNU;;36;327.0;9.08333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;24;1;1909.0;1909.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;25;1;93.0;93.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;42;2;246.0;123.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;46;1;74.0;74.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;47;1;328.0;328.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;56;1;27.0;27.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;PRO;AGRICULTURE;;56;284.0;5.07142857142857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2021;76;Occitanie;PRO;TERTIAIRE;;147;936.0;6.36734693877551;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;10;1;111.0;111.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;24;1;2086.0;2086.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;56;1;21.0;21.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2022;76;Occitanie;PRO;AGRICULTURE;;64;327.0;5.109375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2022;76;Occitanie;PRO;TERTIAIRE;;313;2556.0;8.16613418530351;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;24;1;2536.0;2536.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;25;1;94.0;94.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;43;1;54.0;54.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;85;2;252.0;126.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mazeres;Electricité;2023;76;Occitanie;PRO;TERTIAIRE;;272;2349.0;8.63602941176471;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2018;76;Occitanie;ENT_PRO;INDUSTRIE;;5;171.0;34.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2018;76;Occitanie;ENT_PRO;TERTIAIRE;;68;683.0;10.0441176470588;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;507;2306.0;4.54832347140039;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2019;76;Occitanie;ENT_PRO;INDUSTRIE;;1;69.0;69.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Mercus;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;16;1;75.0;75.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;228;872.0;3.82456140350877;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2020;76;Occitanie;RES;RESIDENTIEL;;214;710.0;3.31775700934579;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2022;76;Occitanie;PRO;TERTIAIRE;;38;260.0;6.84210526315789;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Merens les Vals;Electricité;2023;76;Occitanie;PRO;TERTIAIRE;;38;261.0;6.86842105263158;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Miramont les Comminges;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;469;2444.0;5.21108742004264;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Pontamafrey-Montpascal;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT_PRO;TERTIAIRE;;14;48.0;3.42857142857143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Quie;Electricité;2018;76;Occitanie;ENT_PRO;TERTIAIRE;;8;86.0;10.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Quie;Electricité;2023;76;Occitanie;PRO;TERTIAIRE;;8;56.0;7.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT_PRO;INCONNU;;12;76.0;6.33333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint Martin sur La Chambre;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT_PRO;TERTIAIRE;;18;536.0;29.7777777777778;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint-Avre;Electricité;2018;84;Auvergne-Rhône-Alpes;ENT_PRO;AGRICULTURE;;1;103.0;103.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saint-Avre;Electricité;2018;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;522;3.0;0.00574712643678161;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2018;27;Bourgogne-Franche-Comté;ENT_PRO;INCONNU;;216;1168.0;5.40740740740741;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2019;27;Bourgogne-Franche-Comté;RES;RESIDENTIEL;;1821;7092.0;3.89456342668863;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2020;27;Bourgogne-Franche-Comté;ENT_PRO;AGRICULTURE;;14;202.0;14.4285714285714;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2020;27;Bourgogne-Franche-Comté;ENT_PRO;INCONNU;;101;212.0;2.0990099009901;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2020;27;Bourgogne-Franche-Comté;ENT_PRO;TERTIAIRE;;183;2929.0;16.0054644808743;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;41;1;137.883;137.883;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;45;1;138.81;138.81;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;46;1;117.057;117.057;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;55;3;338.762;112.920666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;88;1;108.332;108.332;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2021;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;92;1;401.245;401.245;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2021;27;Bourgogne-Franche-Comté;PRO;TERTIAIRE;;306;2878.779;9.40777450980392;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;10;5;778.481;155.6962;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;25;1;33.37;33.37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;41;1;33.338;33.338;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;47;3;1752.462;584.154;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;84;4;125.589;31.39725;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;86;4;1534.999;383.74975;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;87;3;283.286;94.4286666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;PRO;AGRICULTURE;;11;218.363;19.8511818181818;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2022;27;Bourgogne-Franche-Comté;PRO;TERTIAIRE;;319;2784.075;8.7275078369906;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2023;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;84;4;141.903;35.47575;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Salins les Bains;Electricité;2023;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;92;1;506.256;506.256;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2018;76;Occitanie;ENT_PRO;AGRICULTURE;;47;1011.0;21.5106382978723;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2018;76;Occitanie;ENT_PRO;TERTIAIRE;;191;7040.0;36.8586387434555;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2018;76;Occitanie;RES;RESIDENTIEL;;2208;9942.0;4.50271739130435;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2020;76;Occitanie;ENT_PRO;INDUSTRIE;;30;4875.0;162.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;33;1;104.0;104.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;36;2;2793.0;1396.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;70;1;309.0;309.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;ENT;AGRICULTURE;01;9;302.0;33.5555555555556;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;10;4;2153.0;538.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;20;1;27.0;27.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;37;1;265.0;265.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;52;2;1832.0;916.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;56;1;9.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;85;2;384.0;192.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;PRO;INDUSTRIE;;16;118.0;7.375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2022;76;Occitanie;RES;RESIDENTIEL;;2454;11680.0;4.75957620211899;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;AGRICULTURE;01;5;183.0;36.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;08;2;3139.0;1569.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;13;1;66.0;66.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;16;1;20.0;20.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;20;1;19.0;19.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;25;1;113.0;113.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;43;1;9.0;9.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;33;1;72.0;72.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;36;2;1577.0;788.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;52;1;1348.0;1348.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;70;1;313.0;313.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;84;4;827.0;206.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Saverdun;Electricité;2023;76;Occitanie;PRO;INCONNU;;105;388.0;3.6952380952381;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2018;76;Occitanie;ENT_PRO;INDUSTRIE;;25;1168.0;46.72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2019;76;Occitanie;ENT_PRO;INDUSTRIE;;5;1336.0;267.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2019;76;Occitanie;ENT_PRO;TERTIAIRE;;23;4130.0;179.565217391304;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;25;3;408.0;136.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;84;2;150.0;75.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2021;76;Occitanie;ENT;TERTIAIRE;94;1;29.0;29.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2021;76;Occitanie;PRO;AGRICULTURE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2021;76;Occitanie;PRO;INDUSTRIE;;18;260.0;14.4444444444444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2021;76;Occitanie;PRO;TERTIAIRE;;330;2439.0;7.39090909090909;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;30;1;442.0;442.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;47;6;1304.0;217.333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;85;1;112.0;112.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;86;1;784.0;784.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2022;76;Occitanie;PRO;AGRICULTURE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2022;76;Occitanie;PRO;INDUSTRIE;;22;263.0;11.9545454545455;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2022;76;Occitanie;PRO;TERTIAIRE;;360;3286.0;9.12777777777778;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;25;3;146.0;48.6666666666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2023;76;Occitanie;ENT;INDUSTRIE;30;1;521.0;521.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;47;6;1383.0;230.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;70;1;362.0;362.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2023;76;Occitanie;ENT;TERTIAIRE;85;1;114.0;114.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Tarascon sur Ariege;Electricité;2023;76;Occitanie;PRO;TERTIAIRE;;371;2748.0;7.40700808625337;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2018;76;Occitanie;ENT_PRO;TERTIAIRE;;26;378.0;14.5384615384615;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2019;76;Occitanie;ENT_PRO;INCONNU;;409;4886.0;11.9462102689487;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2019;76;Occitanie;RES;RESIDENTIEL;;1829;13272.0;7.25642427556042;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2020;76;Occitanie;ENT_PRO;AGRICULTURE;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2020;76;Occitanie;ENT_PRO;TERTIAIRE;;249;4587.0;18.421686746988;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2021;76;Occitanie;ENT;INDUSTRIE;16;1;268.0;268.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2021;76;Occitanie;RES;RESIDENTIEL;;2072;9945.0;4.79971042471042;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;16;1;251.0;251.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;25;2;298.0;149.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2022;76;Occitanie;ENT;INDUSTRIE;42;1;141.0;141.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;37;1;183.0;183.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Régie municipale d'électricité de Varilhes;Electricité;2022;76;Occitanie;ENT;TERTIAIRE;47;1;291.0;291.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
